,county,irrig07,irrig12,irrHarv07,irrHarv12,cropland07,cropland12,pasture07,pasture12,irrig12_a,,irrigRatio12,Irrigated Crop Intensity
2074,Ohio\Franklin,831,255,814,239,50618,53536,17,16,239,239,0.004464286,1
2260,Pennsylvania\Blair,153,282,153,0,61938,63273,0,0,282,282,0.004456877,0
1549,Missouri\Monroe,1473,1060,0,1060,183346,237921,0,0,1060,1060,0.00445526,1
837,Iowa\Lyon,1005,1488,1005,1488,290911,334006,0,0,1488,1488,0.00445501,1
1022,Kentucky\Gallatin,129,48,129,48,15556,10794,0,0,48,48,0.004446915,1
1847,New York\Essex,179,89,0,0,22206,20024,0,0,89,89,0.004444666,0
2139,Oklahoma\Adair,672,197,0,0,66828,44464,0,0,197,197,0.004430551,0
2318,Pennsylvania\Westmoreland,356,426,0,362,107297,81877,0,64,362,362,0.004421266,1
2418,South Dakota\McPherson,476,1266,476,1266,250292,286779,0,0,1266,1266,0.004414549,1
1899,North Carolina\Ashe,254,170,169,146,38039,33134,85,24,146,146,0.00440635,1
1008,Kentucky\Clark,145,222,145,222,68958,50458,0,0,222,222,0.004399699,1
2502,Tennessee\Meigs,174,88,143,88,21331,20041,31,0,88,88,0.004390998,1
2471,Tennessee\Greene,384,403,0,397,118582,90806,0,6,397,397,0.004371958,1
4,Alabama\Bibb,164,55,164,55,8619,12608,0,0,55,55,0.00436231,1
1438,Mississippi\Lee,615,367,0,367,82109,84678,0,0,367,367,0.004334066,1
690,Indiana\Boone,998,910,0,0,210483,210331,0,0,910,910,0.004326514,0
2154,Oklahoma\Comanche,1449,715,0,593,160736,137092,0,122,593,593,0.004325562,1
1301,Michigan\Sanilac,2031,1752,1927,0,368243,405497,104,0,1752,1752,0.004320624,0
1349,Minnesota\Le Sueur,1276,893,1249,893,211006,207466,27,0,893,893,0.00430432,1
257,Colorado\Kiowa,3266,3060,0,0,616758,713345,0,0,3060,3060,0.004289649,0
2049,Ohio,37959,46569,37050,45826,10832772,10748553,909,743,45826,45826,0.004263458,1
1326,Minnesota\Cottonwood,1101,1434,1041,0,351465,336445,60,0,1434,1434,0.004262212,0
2320,Pennsylvania\York,1044,829,1031,0,225389,194977,13,0,829,829,0.004251784,0
2187,Oklahoma\Mayes,791,359,0,0,117269,85194,0,0,359,359,0.004213912,0
2478,Tennessee\Hawkins,188,197,157,178,56334,42284,31,19,178,178,0.00420963,1
2783,Texas\Williamson,964,1281,574,890,229661,211581,390,391,890,890,0.004206427,1
1303,Michigan\Shiawassee,1553,821,0,821,195464,195229,0,0,821,821,0.004205318,1
2990,West Virginia\Hampshire,29,146,29,146,33525,34793,0,0,146,146,0.004196246,1
1584,Missouri\Stone,74,134,74,134,36790,32121,0,0,134,134,0.004171726,1
158,Arkansas\Sharp,283,135,0,120,36673,28776,0,15,120,120,0.004170142,1
1849,New York\Fulton,64,61,0,61,18277,14665,0,0,61,61,0.004159564,1
852,Iowa\Plymouth,2801,1991,2801,0,460619,479844,0,0,1991,1991,0.004149265,0
2928,Virginia\Washington,410,224,255,0,64205,54154,155,0,224,224,0.004136352,0
586,Illinois\Brown,0,353,0,353,92148,85466,0,0,353,353,0.004130297,1
1880,New York\Schuyler,250,157,0,157,37086,38031,0,0,157,157,0.004128211,1
2948,Washington\Garfield,474,795,379,771,174571,187523,95,24,771,771,0.004111496,1
1083,Kentucky\Pulaski,206,370,206,0,104999,90071,0,0,370,370,0.00410787,0
120,Arkansas\Hot Spring,444,79,444,79,25407,19252,0,0,79,79,0.00410347,1
2447,Tennessee\Bradley,108,131,0,117,40542,28570,0,14,117,117,0.004095205,1
2300,Pennsylvania\Montour,84,121,84,121,34321,29564,0,0,121,121,0.004092816,1
2974,Washington\Whitman,6866,4293,4191,4158,1057584,1019951,2675,135,4158,4158,0.004076666,1
2868,Virginia\Floyd,108,192,0,168,45010,41527,0,24,168,168,0.004045561,1
2198,Oklahoma\Payne,898,425,716,0,117667,105142,182,0,425,425,0.004042153,0
3005,West Virginia\Mineral,229,67,229,67,19640,16698,0,0,67,67,0.004012457,1
1015,Kentucky\Elliott,0,82,0,54,19273,13510,0,28,54,54,0.003997039,1
2157,Oklahoma\Creek,319,418,277,284,101997,71117,42,134,284,284,0.003993419,1
50,Alabama\Monroe,807,215,0,0,45873,53898,0,0,215,215,0.003989016,0
1612,Montana\Garfield,4154,1536,3582,0,409816,386104,572,0,1536,1536,0.003978203,0
2646,Texas\Hill,1189,920,400,0,253919,231885,789,0,920,920,0.003967484,0
1002,Kentucky\Campbell,152,59,152,0,20158,14974,0,0,59,59,0.003940163,0
2140,Oklahoma\Alfalfa,2617,1279,2180,0,358592,326634,437,0,1279,1279,0.003915698,0
1507,Missouri\Cooper,393,743,0,0,189065,190348,0,0,743,743,0.003903377,0
2001,North Dakota\Bowman,920,1453,920,1453,371877,372577,0,0,1453,1453,0.003899865,1
719,Indiana\Huntington,315,672,0,672,184951,172569,0,0,672,672,0.003894095,1
1881,New York\Seneca,244,379,244,379,102896,98029,0,0,379,379,0.003866203,1
2541,Texas\Aransas,14,10,0,0,0,2590,0,0,10,10,0.003861004,0
2303,Pennsylvania\Perry,123,312,123,312,92254,81253,0,0,312,312,0.003839858,1
2495,Tennessee\McMinn,260,201,260,185,56371,48187,0,16,185,185,0.00383921,1
738,Indiana\Montgomery,1597,1013,1597,1013,271147,264631,0,0,1013,1013,0.003827972,1
2177,Oklahoma\Latimer,439,146,255,0,42115,38209,184,0,146,146,0.003821089,0
1520,Missouri\Grundy,322,533,0,533,156231,139825,0,0,533,533,0.003811908,1
655,Illinois\Piatt,461,953,455,953,259548,251404,6,0,953,953,0.003790711,1
2938,Washington\Asotin,307,482,151,319,80438,84330,156,163,319,319,0.003782758,1
2136,Ohio\Wood,517,954,0,954,259716,252201,0,0,954,954,0.003782697,1
1884,New York\Sullivan,75,86,0,0,24614,22794,0,0,86,86,0.003772923,0
2712,Texas\Navarro,1117,904,432,551,164245,146074,685,353,551,551,0.003772061,1
2905,Virginia\Patrick,432,108,391,86,25435,22856,41,22,86,86,0.003762688,1
880,Kansas\Atchison,0,543,0,543,172361,144421,0,0,543,543,0.003759841,1
843,Iowa\Mitchell,1296,1025,1296,0,270836,272780,0,0,1025,1025,0.003757607,0
737,Indiana\Monroe,76,103,0,103,27096,27593,0,0,103,103,0.003732831,1
1835,New York\Broome,150,149,150,142,43575,38075,0,7,142,142,0.003729481,1
2978,West Virginia\Berkeley,193,124,0,124,38320,33270,0,0,124,124,0.003727081,1
2044,North Dakota\Traill,0,1957,0,1957,530327,526183,0,0,1957,1957,0.003719238,1
2494,Tennessee\Loudon,206,123,0,0,39310,33149,0,0,123,123,0.003710519,0
1991,North Carolina\Wilkes,303,134,0,134,37263,36152,0,0,134,134,0.003706572,1
25,Alabama\DeKalb,977,267,681,0,91656,72278,296,0,267,267,0.00369407,0
571,Idaho\Nez Perce,560,778,384,668,203591,181393,176,110,668,668,0.003682612,1
93,Arkansas\Baxter,0,84,0,47,18835,12763,0,37,47,47,0.00368252,1
2736,Texas\Rockwall,72,63,46,52,14475,14124,26,11,52,52,0.003681677,1
2319,Pennsylvania\Wyoming,133,119,133,119,41425,32431,0,0,119,119,0.003669329,1
2843,Virginia\Appomattox,43,105,43,0,26931,28654,0,0,105,105,0.00366441,0
2750,Texas\Somervell,473,59,465,45,20043,12296,8,14,45,45,0.003659727,1
1416,Mississippi\Franklin,0,32,4,0,9954,8751,0,0,32,32,0.003656725,0
1528,Missouri\Jackson,304,338,283,274,102769,75134,21,64,274,274,0.003646818,1
1004,Kentucky\Carroll,103,79,0,79,25723,21674,0,0,79,79,0.00364492,1
818,Iowa\Hancock,1046,1231,1046,1231,345604,338379,0,0,1231,1231,0.003637933,1
1924,North Carolina\Davie,306,109,278,0,31192,29967,28,0,109,109,0.003637334,0
1099,Kentucky\Wayne,51,148,51,0,48546,40821,0,0,148,148,0.003625585,0
943,Kansas\Nemaha,281,939,0,939,287855,259025,0,0,939,939,0.003625133,1
888,Kansas\Cherokee,144,820,144,0,235277,226441,0,0,820,820,0.003621252,0
2405,South Dakota\Harding,976,650,0,650,207638,179675,0,0,650,650,0.003617643,1
2923,Virginia\Stafford,221,24,216,0,10551,6636,5,0,24,24,0.003616637,0
2134,Ohio\Wayne,668,758,0,0,192909,209627,0,0,758,758,0.003615946,0
2409,South Dakota\Jackson,1276,630,0,630,228994,176567,0,0,630,630,0.003568051,1
2130,Ohio\Van Wert,0,766,0,766,235927,214763,0,0,766,766,0.003566722,1
48,Alabama\Marshall,1237,166,1177,0,61494,46730,60,0,166,166,0.003552322,0
2867,Virginia\Fauquier,921,395,723,292,85075,82203,198,103,292,292,0.003552182,1
1227,Michigan\Alger,0,31,0,31,10352,8736,0,0,31,31,0.003548535,1
2315,Pennsylvania\Warren,128,98,0,98,43543,27624,0,0,98,98,0.00354764,1
478,Georgia\Newton,214,54,180,31,9910,8786,34,23,31,31,0.003528341,1
2832,Vermont\Orleans,69,185,0,0,55211,52531,0,0,185,185,0.00352173,0
3054,Wisconsin\Grant,488,1272,488,0,354606,361323,0,0,1272,1272,0.003520396,0
1100,Kentucky\Webster,0,379,0,0,107532,107882,0,0,379,379,0.003513098,0
561,Idaho\Idaho,1188,5011,328,736,218804,209805,860,4275,736,736,0.003508019,1
3026,West Virginia\Wayne,9,13,9,0,7165,3723,0,0,13,13,0.003491808,0
3062,Wisconsin\Kenosha,249,237,249,237,71697,68098,0,0,237,237,0.003480278,1
1917,North Carolina\Cleveland,551,164,515,164,52639,47173,36,0,164,164,0.003476565,1
2740,Texas\San Augustine,114,31,114,0,12837,8922,0,0,31,31,0.003474557,0
2871,Virginia\Frederick,299,150,282,138,37900,39746,17,12,138,138,0.003472048,1
3037,Wisconsin\Brown,498,525,0,525,160561,151332,0,0,525,525,0.003469194,1
1052,Kentucky\Lincoln,198,251,186,0,83939,72576,12,0,251,251,0.003458444,0
1454,Mississippi\Pike,225,110,103,50,25670,14554,122,60,50,50,0.003435482,1
515,Georgia\Union,42,21,0,21,6110,6119,0,0,21,21,0.003431933,1
3103,Wisconsin\Winnebago,301,445,0,431,133342,126153,0,14,431,431,0.003416486,1
3039,Wisconsin\Burnett,248,151,248,151,48507,44395,0,0,151,151,0.003401284,1
848,Iowa\O'Brien,0,933,0,933,317535,276479,0,0,933,933,0.003374578,1
376,Georgia\Baldwin,145,15,82,15,8714,4453,63,0,15,15,0.003368516,1
2873,Virginia\Gloucester,58,46,43,46,16393,13673,15,0,46,46,0.003364295,1
2068,Ohio\Darke,353,1064,333,1039,319890,311595,20,25,1039,1039,0.003334457,1
1347,Minnesota\Lake,0,5,0,5,1169,1508,0,0,5,5,0.00331565,1
2902,Virginia\Nottoway,385,75,385,75,24877,22626,0,0,75,75,0.003314771,1
141,Arkansas\Newton,136,57,0,0,24516,17244,0,0,57,57,0.003305498,0
1989,North Carolina\Watauga,86,48,83,48,11735,14524,3,0,48,48,0.003304875,1
481,Georgia\Paulding,10,8,6,8,3544,2425,4,0,8,8,0.003298969,1
1074,Kentucky\Nicholas,130,135,130,135,55462,40923,0,0,135,135,0.003298878,1
510,Georgia\Towns,0,7,0,7,2344,2137,0,0,7,7,0.00327562,1
2915,Virginia\Rockbridge,110,137,110,0,40497,42081,0,0,137,137,0.003255626,0
39,Alabama\Lauderdale,1074,355,928,325,108239,99952,146,30,325,325,0.003251561,1
3036,Wisconsin\Bayfield,204,118,0,118,47594,36296,0,0,118,118,0.003251047,1
2064,Ohio\Columbiana,337,263,209,0,87153,81687,128,0,263,263,0.003219607,0
2497,Tennessee\Macon,78,153,78,153,55364,47627,0,0,153,153,0.003212464,1
2165,Oklahoma\Grant,1473,1314,0,1314,455116,409194,0,0,1314,1314,0.003211191,1
2184,Oklahoma\McIntosh,572,186,381,0,70597,58096,191,0,186,186,0.003201597,0
2305,Pennsylvania\Pike,12,11,0,11,2908,3436,0,0,11,11,0.003201397,1
652,Illinois\Ogle,1248,1075,1248,0,333550,335850,0,0,1075,1075,0.003200834,0
36,Alabama\Jackson,713,437,395,286,112500,89364,318,151,286,286,0.003200394,1
1165,Louisiana\West Baton Rouge,0,82,0,0,19923,25632,0,0,82,82,0.003199126,0
635,Illinois\Logan,1345,1095,1345,0,303129,343001,0,0,1095,1095,0.003192411,0
2411,South Dakota\Jones,680,670,680,670,190525,210080,0,0,670,670,0.003189261,1
941,Kansas\Morris,342,489,342,489,154426,153927,0,0,489,489,0.003176831,1
904,Kansas\Ellsworth,607,574,607,574,180278,182724,0,0,574,574,0.00314135,1
1059,Kentucky\Madison,374,229,374,229,108596,72977,0,0,229,229,0.003137975,1
498,Georgia\Stephens,29,15,0,15,4192,4782,0,0,15,15,0.003136763,1
2270,Pennsylvania\Clearfield,52,109,40,109,32459,34781,12,0,109,109,0.003133895,1
3080,Wisconsin\Pierce,280,521,275,521,177989,166276,5,0,521,521,0.003133345,1
2930,Virginia\Wise,115,11,0,11,3835,3514,0,0,11,11,0.003130336,1
1553,Missouri\Newton,1150,292,381,292,107943,93370,769,0,292,292,0.003127343,1
2684,Texas\Limestone,759,330,753,252,141852,80867,6,78,252,252,0.003116228,1
682,Illinois\Winnebago,370,495,0,495,162619,159634,0,0,495,495,0.003100843,1
996,Kentucky\Breathitt,12,15,12,15,9394,4843,0,0,15,15,0.003097254,1
2986,West Virginia\Fayette,0,19,0,19,7891,6139,0,0,19,19,0.003094967,1
1400,Mississippi\Amite,206,71,0,0,27418,22973,0,0,71,71,0.003090585,0
2277,Pennsylvania\Elk,21,30,21,30,13652,9727,0,0,30,30,0.003084199,1
854,Iowa\Polk,720,543,0,543,232636,178551,0,0,543,543,0.003041148,1
1575,Missouri\St. Francois,275,97,275,0,44476,32033,0,0,97,97,0.003028127,0
1057,Kentucky\McCreary,103,10,103,0,5082,3304,0,0,10,10,0.003026634,0
929,Kansas\Leavenworth,701,310,599,0,102544,102477,102,0,310,310,0.003025069,0
859,Iowa\Scott,1993,607,0,607,230695,201361,0,0,607,607,0.003014486,1
699,Indiana\Dearborn,117,97,0,80,35833,26763,0,17,80,80,0.002989202,1
28,Alabama\Etowah,589,70,559,58,29605,19480,30,12,58,58,0.002977413,1
1383,Minnesota\Steele,512,644,0,644,242129,217923,0,0,644,644,0.002955172,1
1252,Michigan\Gogebic,0,7,0,7,1744,2369,0,0,7,7,0.002954833,1
2678,Texas\Lampasas,437,166,278,148,70636,50255,159,18,148,148,0.002944981,1
2058,Ohio\Butler,214,342,161,342,96442,116351,53,0,342,342,0.002939382,1
927,Kansas\Labette,0,567,0,567,193385,196661,0,0,567,567,0.002883134,1
2114,Ohio\Pickaway,771,766,0,766,257059,265843,0,0,766,766,0.0028814,1
1268,Michigan\Lake,56,33,56,0,10544,11460,0,0,33,33,0.002879581,0
1574,Missouri\Ste. Genevieve,365,208,365,208,86003,72266,0,0,208,208,0.002878255,1
2536,Tennessee\Wilson,108,183,95,164,69093,57164,13,19,164,164,0.002868938,1
3027,West Virginia\Webster,7,5,7,5,2768,1755,0,0,5,5,0.002849003,1
1519,Missouri\Greene,123,316,123,194,105551,68216,0,122,194,194,0.002843908,1
3095,Wisconsin\Vernon,156,512,156,0,187932,181510,0,0,512,512,0.002820781,0
2050,Ohio\Adams,84,238,0,0,95690,84394,0,0,238,238,0.002820106,0
1984,North Carolina\Union,331,427,0,416,121067,148278,0,11,416,416,0.002805541,1
1510,Missouri\Dallas,211,230,0,168,84250,60120,0,62,168,168,0.002794411,1
65,Alabama\Washington,95,35,71,35,18971,12634,24,0,35,35,0.002770302,1
2317,Pennsylvania\Wayne,118,143,98,119,42403,43153,20,24,119,119,0.00275763,1
2579,Texas\Coleman,1173,1022,729,372,188432,135473,444,650,372,372,0.002745935,1
1594,Missouri\Wright,854,184,170,0,91225,67169,684,0,184,184,0.002739359,0
786,Iowa\Bremer,290,664,290,0,222988,242541,0,0,664,664,0.002737681,0
2922,Virginia\Spotsylvania,144,58,84,51,23773,18715,60,7,51,51,0.002725087,1
2499,Tennessee\Marion,85,60,85,60,24749,22028,0,0,60,60,0.002723806,1
2089,Ohio\Jackson,4,74,4,0,33790,27184,0,0,74,74,0.00272219,0
2998,West Virginia\Lincoln,3,9,3,9,6722,3308,0,0,9,9,0.002720677,1
13,Alabama\Clarke,62,21,62,0,10570,7738,0,0,21,21,0.00271388,0
883,Kansas\Bourbon,0,343,0,343,139863,126446,0,0,343,343,0.00271262,1
2872,Virginia\Giles,30,33,30,33,16022,12186,0,0,33,33,0.002708026,1
999,Kentucky\Butler,0,169,0,169,73581,62776,0,0,169,169,0.002692112,1
1551,Missouri\Morgan,430,215,404,207,93491,77619,26,8,207,207,0.002666873,1
2273,Pennsylvania\Crawford,564,347,0,347,139526,130284,0,0,347,347,0.002663412,1
2075,Ohio\Fulton,359,491,0,476,171973,179634,0,15,476,476,0.002649832,1
2290,Pennsylvania\Lawrence,107,124,0,124,61521,46839,0,0,124,124,0.002647367,1
1592,Missouri\Webster,219,219,200,0,99071,82900,19,0,219,219,0.002641737,0
1876,New York\St. Lawrence,257,557,194,454,176921,172116,63,103,454,454,0.002637756,1
1160,Louisiana\Union,27,44,7,0,18631,16835,20,0,44,44,0.002613603,0
2110,Ohio\Noble,11,139,11,75,30284,28794,0,64,75,75,0.002604709,1
1477,Mississippi\Winston,185,49,0,0,22391,18831,0,0,49,49,0.002602092,0
608,Illinois\Ford,55,771,55,771,258674,298030,0,0,771,771,0.002586988,1
1068,Kentucky\Metcalfe,84,128,84,0,69253,49686,0,0,128,128,0.002576178,0
1162,Louisiana\Vernon,7,23,7,23,11797,8939,0,0,23,23,0.002572995,1
1357,Minnesota\Mille Lacs,392,203,382,203,76512,78935,10,0,203,203,0.002571736,1
1019,Kentucky\Floyd,237,3,237,3,2002,1168,0,0,3,3,0.002568493,1
1844,New York\Delaware,65,158,65,152,68959,59331,0,6,152,152,0.002561899,1
1082,Kentucky\Powell,11,19,11,0,13522,7479,0,0,19,19,0.002540447,0
754,Indiana\Rush,503,478,486,0,201582,188691,17,0,478,478,0.002533242,0
2084,Ohio\Henry,614,559,614,559,218797,221399,0,0,559,559,0.002524853,1
2823,Vermont\Addison,388,320,388,0,116067,126818,0,0,320,320,0.002523301,0
1543,Missouri\Maries,49,193,49,149,70335,59437,0,44,149,149,0.002506856,1
2976,West Virginia,2189,2064,0,2008,942132,804006,0,56,2008,2008,0.002497494,1
827,Iowa\Jasper,577,810,577,810,378768,324792,0,0,810,810,0.002493904,1
2586,Texas\Cooke,548,359,435,330,136571,132431,113,29,330,330,0.002491864,1
1768,New Hampshire\Coos,23,31,23,31,13945,12460,0,0,31,31,0.002487961,1
1072,Kentucky\Muhlenberg,74,167,0,0,74483,67127,0,0,167,167,0.002487822,0
1428,Mississippi\Jasper,36,35,36,35,21098,14095,0,0,35,35,0.00248315,1
1033,Kentucky\Hart,103,188,103,0,82651,76126,0,0,188,188,0.00246959,0
2459,Tennessee\Cumberland,371,126,0,122,54320,49479,0,4,122,122,0.002465693,1
1840,New York\Chenango,141,195,0,195,86719,79255,0,0,195,195,0.002460413,1
160,Arkansas\Union,53,19,53,19,11610,7750,0,0,19,19,0.002451613,1
638,Illinois\McLean,2935,1595,2935,1595,647350,653874,0,0,1595,1595,0.002439308,1
2514,Tennessee\Roane,42,34,0,0,18795,13981,0,0,34,34,0.002431872,0
801,Iowa\Crawford,0,982,0,982,384715,404713,0,0,982,982,0.002426411,1
1870,New York\Otsego,243,206,224,0,88174,85498,19,0,206,206,0.002409413,0
1459,Mississippi\Scott,56,67,0,67,34403,27825,0,0,67,67,0.002407907,1
1090,Kentucky\Simpson,126,188,126,0,89097,78545,0,0,188,188,0.002393532,0
2982,West Virginia\Cabell,20,15,20,15,9235,6278,0,0,15,15,0.002389296,1
2313,Pennsylvania\Union,187,125,0,0,50201,52661,0,0,125,125,0.002373673,0
2256,Pennsylvania\Armstrong,200,158,200,0,69360,66565,0,0,158,158,0.00237362,0
1860,New York\Montgomery,184,203,184,203,84091,85898,0,0,203,203,0.002363268,1
2487,Tennessee\Johnson,18,38,18,38,18056,16138,0,0,38,38,0.002354691,1
1037,Kentucky\Hopkins,138,221,138,221,101796,94245,0,0,221,221,0.002344952,1
692,Indiana\Carroll,353,443,0,0,178177,189494,0,0,443,443,0.002337805,0
2503,Tennessee\Monroe,35,112,28,0,43646,48108,7,0,112,112,0.002328095,0
3046,Wisconsin\Dodge,644,772,0,0,342864,332609,0,0,772,772,0.002321044,0
3048,Wisconsin\Douglas,87,67,51,0,29793,29093,36,0,67,67,0.002302959,0
1299,Michigan\St. Clair,1310,360,1237,349,135377,151643,73,11,349,349,0.002301458,1
1005,Kentucky\Carter,36,52,36,0,38997,22629,0,0,52,52,0.002297936,0
1187,Maryland\Allegany,319,27,0,27,12479,11817,0,0,27,27,0.002284844,1
3001,West Virginia\Marion,9,29,0,29,15971,12702,0,0,29,29,0.002283105,1
2825,Vermont\Caledonia,43,126,43,66,30776,29050,0,60,66,66,0.002271945,1
1837,New York\Cayuga,241,412,0,0,193034,181736,0,0,412,412,0.002267025,0
2988,West Virginia\Grant,84,48,0,48,20640,21321,0,0,48,48,0.002251302,1
663,Illinois\St. Clair,1075,512,1043,0,284759,227432,32,0,512,512,0.002251222,0
1018,Kentucky\Fleming,38,163,38,163,79539,73112,0,0,163,163,0.002229456,1
1548,Missouri\Moniteau,160,221,0,221,122630,99864,0,0,221,221,0.00221301,1
1048,Kentucky\Lee,25,12,0,12,9246,5435,0,0,12,12,0.002207912,1
2030,North Dakota\Pierce,0,1048,0,1048,452064,479840,0,0,1048,1048,0.002184061,1
1168,Louisiana\Winn,52,9,0,9,6622,4123,0,0,9,9,0.002182877,1
2053,Ohio\Ashtabula,352,237,0,0,106255,109025,0,0,237,237,0.002173813,0
1539,Missouri\Livingston,0,435,0,0,221076,200540,0,0,435,435,0.002169143,0
2196,Oklahoma\Ottawa,287,232,0,190,108086,87881,0,42,190,190,0.002162015,1
1442,Mississippi\Madison,2592,148,0,0,81775,68648,0,0,148,148,0.002155926,0
2524,Tennessee\Sumner,284,162,266,147,89492,68684,18,15,147,147,0.002140236,1
1097,Kentucky\Warren,338,421,338,312,147878,146183,0,109,312,312,0.002134311,1
47,Alabama\Marion,315,46,0,46,30268,21799,0,0,46,46,0.002110189,1
2400,South Dakota\Gregory,1658,504,1658,504,256276,239087,0,0,504,504,0.002108019,1
3077,Wisconsin\Outagamie,234,439,234,439,207537,210085,0,0,439,439,0.00208963,1
665,Illinois\Sangamon,829,984,0,0,485192,475849,0,0,984,984,0.002067883,0
809,Iowa\Emmet,250,412,250,412,233934,201900,0,0,412,412,0.002040614,1
1046,Kentucky\Laurel,46,71,46,71,43205,35031,0,0,71,71,0.002026776,1
142,Arkansas\Ouachita,22,14,22,14,10578,6925,0,0,14,14,0.002021661,1
1997,North Dakota\Barnes,1767,1691,1767,1691,795039,836450,0,0,1691,1691,0.002021639,1
2191,Oklahoma\Nowata,131,131,47,131,76333,64821,84,0,131,131,0.00202095,1
616,Illinois\Hardin,0,34,0,0,16366,16839,0,0,34,34,0.002019122,0
2889,Virginia\Lee,297,61,297,0,37738,30353,0,0,61,61,0.002009686,0
1355,Minnesota\Martin,1026,815,1026,0,426660,405588,0,0,815,815,0.002009428,0
2122,Ohio\Scioto,45,84,45,0,52334,41989,0,0,84,84,0.002000524,0
788,Iowa\Buena Vista,3,668,3,668,335772,333950,0,0,668,668,0.002000299,1
2082,Ohio\Hardin,0,446,0,443,230547,222562,0,3,443,443,0.001990457,1
2849,Virginia\Botetourt,63,52,63,0,27662,26190,0,0,52,52,0.001985491,0
2020,North Dakota\McHenry,8650,1235,8650,1235,692133,624781,0,0,1235,1235,0.001976693,1
1841,New York\Clinton,218,146,114,146,70891,74012,104,0,146,146,0.001972653,1
622,Illinois\Jefferson,33,339,33,0,185983,172485,0,0,339,339,0.001965388,0
2118,Ohio\Putnam,483,561,0,561,283594,287239,0,0,561,561,0.001953077,1
2072,Ohio\Fairfield,255,341,227,318,140666,162932,28,23,318,318,0.001951734,1
2451,Tennessee\Carter,92,24,92,0,18252,12381,0,0,24,24,0.001938454,0
2396,South Dakota\Edmunds,1060,955,1060,955,454285,492795,0,0,955,955,0.001937926,1
961,Kansas\Russell,244,452,244,0,225950,234870,0,0,452,452,0.001924469,0
2461,Tennessee\Decatur,351,48,0,0,33091,25021,0,0,48,48,0.001918389,0
2297,Pennsylvania\Mifflin,138,116,138,102,58758,53241,0,14,102,102,0.001915817,1
988,Kentucky\Barren,197,249,197,0,151246,130004,0,0,249,249,0.001915326,0
1998,North Dakota\Benson,3802,1232,3802,1232,603869,644352,0,0,1232,1232,0.001911998,1
2127,Ohio\Trumbull,152,148,0,0,87440,77462,0,0,148,148,0.001910614,0
3044,Wisconsin\Crawford,110,192,0,188,105353,98432,0,4,188,188,0.001909948,1
2523,Tennessee\Sullivan,98,60,86,0,36826,31695,12,0,60,60,0.001893043,0
2052,Ohio\Ashland,72,228,0,210,109312,110937,0,18,210,210,0.001892966,1
2846,Virginia\Bath,7,19,7,19,11818,10048,0,0,19,19,0.001890924,1
853,Iowa\Pocahontas,0,600,0,0,348121,317484,0,0,600,600,0.001889859,0
1290,Michigan\Ogemaw,239,76,0,0,40490,40218,0,0,76,76,0.001889701,0
98,Arkansas\Carroll,474,105,0,91,64830,48168,0,14,91,91,0.001889221,1
2449,Tennessee\Cannon,116,72,116,0,48624,38470,0,0,72,72,0.001871588,0
1471,Mississippi\Walthall,117,60,57,0,38694,32171,60,0,60,60,0.001865034,0
2508,Tennessee\Overton,157,67,0,67,49748,36114,0,0,67,67,0.001855236,1
1854,New York\Jefferson,282,321,211,0,166233,173519,71,0,321,321,0.001849942,0
676,Illinois\Washington,0,601,0,601,324924,325688,0,0,601,601,0.001845324,1
2087,Ohio\Holmes,217,273,0,229,103699,124136,0,44,229,229,0.001844751,1
2062,Ohio\Clermont,90,173,87,163,75839,88523,3,10,163,163,0.001841329,1
1581,Missouri\Shannon,70,42,70,0,28126,22952,0,0,42,42,0.001829906,0
64,Alabama\Walker,454,24,408,24,20886,13131,46,0,24,24,0.001827736,1
2054,Ohio\Athens,41,57,36,51,26217,28044,5,6,51,51,0.001818571,1
2534,Tennessee\White,63,71,63,71,56816,39583,0,0,71,71,0.001793699,1
2076,Ohio\Gallia,94,162,94,62,38060,34606,0,100,62,62,0.001791597,1
1128,Louisiana\Iberville,0,1012,17,112,67045,62997,0,900,112,112,0.001777862,1
1379,Minnesota\Scott,446,198,429,0,94786,111627,17,0,198,198,0.001773764,0
1570,Missouri\Reynolds,9,29,9,0,24933,16469,0,0,29,29,0.001760884,0
914,Kansas\Greenwood,356,183,356,183,108469,103994,0,0,183,183,0.001759717,1
1462,Mississippi\Smith,404,126,289,46,25148,26166,115,80,46,46,0.001758007,1
2519,Tennessee\Sevier,76,30,0,30,22253,17112,0,0,30,30,0.001753156,1
1363,Minnesota\Norman,571,863,571,863,465225,492474,0,0,863,863,0.001752377,1
1864,New York\Oneida,320,208,0,208,108946,118728,0,0,208,208,0.001751904,1
1045,Kentucky\Larue,169,117,169,117,71976,66947,0,0,117,117,0.001747651,1
2882,Virginia\Highland,0,20,0,20,12612,11608,0,0,20,20,0.00172295,1
2893,Virginia\Madison,69,69,55,69,42011,40054,14,0,69,69,0.001722674,1
1458,Mississippi\Rankin,360,49,60,0,40574,28524,300,0,49,49,0.001717852,0
565,Idaho\Latah,310,451,54,434,242862,254166,256,17,434,434,0.001707545,1
1071,Kentucky\Morgan,120,41,120,0,41255,24027,0,0,41,41,0.001706414,0
846,Iowa\Montgomery,0,353,0,353,176108,207448,0,0,353,353,0.001701631,1
1006,Kentucky\Casey,190,103,190,103,77866,60559,0,0,103,103,0.001700821,1
