Date,ColonCol Size,y  AdultDrones,AdultWkr,Forgr,Drones Brood,WkrBrood,DronLarv,e  WkrLarv,DroneEggs,WkrEggs,ColonyPollen,ColonyNectar
2/11/03,3498,0,651,1049,0,0,0,10,0,45,59638.5,3782.1
2/12/03,3488,0,508,1046,0,0,0,24,0,56,59625.6,3745.7
2/13/03,2935,0,369,880,0,0,0,37,0,82,59682.9,3728
2/14/03,2648,0,263,794,0,0,0,55,0,115,59734.5,3711.5
2/15/03,2638,0,174,791,0,2,0,78,0,126,59724.4,3681.8
2/16/03,2628,0,106,788,0,10,0,109,0,125,59714.2,3652.2
2/17/03,2618,0,55,785,0,24,0,146,0,110,59703.9,3602
2/18/03,2343,0,21,702,0,37,0,169,0,126,59749.1,3586.7
2/19/03,2333,0,4,699,0,55,0,189,0,151,59739.7,3559.5
2/20/03,2069,0,0,620,0,80,0,200,0,171,59779.6,3545.3
2/21/03,1816,0,0,544,0,119,0,213,0,202,59814.7,3532.2
2/22/03,1580,0,0,474,0,170,0,225,0,219,59845.2,3520.3
2/23/03,1350,0,0,405,0,206,0,245,0,233,59871.2,3509.5
2/24/03,1132,0,0,339,0,244,0,290,0,215,59893,3499.9
2/25/03,1127,0,0,338,0,280,0,334,0,180,59888.5,3483.9
2/26/03,617,0,0,185,0,332,0,352,0,171,59900.4,3477.5
2/27/03,465,0,0,139,0,395,0,354,0,150,59909.4,3472.1
2/28/03,341,0,2,102,0,449,0,343,0,149,59916.2,3443.9
3/1/03,49,0,10,14,0,524,0,321,0,126,59916.7,3428.1
3/2/03,24,0,24,0,0,590,0,285,0,82,59916.2,3414.3
3/3/03,37,0,37,0,0,647,0,259,0,38,59915.9,3413
3/4/03,55,0,55,0,0,694,0,232,0,0,59915.3,3399.8
3/5/03,80,0,80,0,0,714,0,187,0,0,59914.4,3383.2
3/6/03,119,0,119,0,0,736,0,126,0,0,59913.4,3365.1
3/7/03,170,0,170,0,0,729,0,82,0,0,59913.2,3361.1
3/8/03,206,0,206,0,0,737,0,38,0,0,59911.6,3337.8
3/9/03,244,0,244,0,0,737,0,0,0,0,59911.2,3332.6
3/10/03,280,0,280,0,0,701,0,0,0,0,59909.3,3302.4
3/11/03,332,0,332,0,0,649,0,0,0,0,59908.6,3295.8
3/12/03,395,0,395,0,0,586,0,0,0,0,59907.8,3288.4
3/13/03,451,0,451,0,0,530,0,0,0,0,59906.9,3280.2
3/14/03,534,0,534,0,0,447,0,0,0,0,59905.9,3271
3/15/03,614,0,614,0,0,367,0,0,0,0,59904.6,3260.7
3/16/03,684,0,684,0,0,297,0,0,0,0,59903.3,3249.7
3/17/03,749,0,749,0,0,232,0,0,0,0,59901.8,3237.8
3/18/03,794,0,794,0,0,187,0,0,0,0,59900.2,3225.5
3/19/03,855,0,855,0,0,126,0,0,0,0,59895.7,3139
3/20/03,899,0,899,0,0,82,0,0,0,0,59891.1,3047.6
3/21/03,942,0,941,1,0,38,0,0,0,0,59886.4,2954.6
3/22/03,942,0,941,1,0,0,0,0,0,0,59884.5,2940.6
3/23/03,942,0,941,1,0,0,0,0,0,0,59882.6,2926.6
3/24/03,942,0,941,1,0,0,0,0,0,0,59878,2833.6
3/25/03,940,0,933,7,0,0,0,0,0,0,59873.7,2742.8
3/26/03,938,0,919,19,0,0,0,0,0,0,59869.7,2655.6
3/27/03,938,0,919,19,0,0,0,0,0,5,59865.7,2564.3
3/28/03,935,0,906,29,0,0,0,0,0,10,59862.1,2482.8
3/29/03,931,0,888,43,0,0,0,0,0,19,59859,2411.5
3/30/03,926,0,863,63,0,0,0,5,0,27,59861,2341.9
3/31/03,920,0,824,96,0,0,0,10,0,41,59865.9,2280.7
4/1/03,920,0,773,147,0,0,0,19,0,60,59875,2225.8
4/2/03,920,0,737,183,0,0,0,32,0,94,59873,2165.5
4/3/03,920,0,699,221,0,0,0,51,0,131,59888.2,2123.1
4/4/03,920,0,663,257,0,5,0,74,0,170,59906.4,2087.3
4/5/03,920,0,611,276,0,10,0,116,0,199,59926.1,2052.8
4/6/03,918,0,548,275,0,19,0,163,0,225,59945.6,2017.1
4/7/03,909,0,492,272,0,32,0,217,0,265,59965,1982.1
4/8/03,900,0,409,270,0,51,0,274,0,310,59984.1,1945.1
4/9/03,885,0,329,265,0,79,0,328,0,344,60002.8,1905.2
4/10/03,862,0,259,258,0,126,0,388,0,375,60020.9,1864.2
4/11/03,824,0,194,247,0,182,0,453,0,418,60038.1,1821.6
4/12/03,737,0,149,221,0,249,0,502,0,478,60053.5,1782.1
4/13/03,737,0,88,221,0,325,0,564,0,505,60051.8,1724.2
4/14/03,699,0,44,209,0,407,0,646,0,516,60066.1,1679
4/15/03,663,0,0,198,0,514,0,715,0,507,60079.6,1631.2
4/16/03,611,0,0,183,0,635,0,759,0,514,60091.9,1584.8
4/17/03,553,0,5,165,0,746,0,818,0,498,60102.8,1536.5
4/18/03,502,0,10,150,0,879,0,847,0,472,60112.5,1486.3
4/19/03,428,0,19,128,0,1034,0,855,0,428,60120.5,1438.3
4/20/03,361,0,32,108,0,1197,0,838,0,390,60127.1,1393.3
4/21/03,310,0,51,93,0,1343,0,814,0,249,60132.6,1349.2
4/22/03,273,0,79,81,0,1490,0,767,0,121,60137,1306.4
4/23/03,214,0,126,64,0,1610,0,721,0,0,60140,1265.2
4/24/03,270,0,182,81,0,1726,0,549,0,0,60137.8,1217.4
4/25/03,293,0,249,44,0,1818,0,390,0,0,60138.7,1171.9
4/26/03,325,0,325,0,0,1883,0,249,0,14,60135.9,1119.7
4/27/03,407,0,407,0,0,1929,0,121,0,14,60132.7,1066.6
4/28/03,514,0,514,0,0,1943,0,0,0,14,60129.3,1016.6
4/29/03,635,0,635,0,0,1822,0,14,0,0,60125.2,954
4/30/03,751,0,751,0,0,1706,0,14,0,0,60120.3,879
5/1/03,889,0,889,0,0,1568,0,14,0,0,60114.6,788.6
5/2/03,1053,0,1053,0,0,1404,0,14,0,0,60107.9,680.1
5/3/03,1229,0,1229,0,0,1228,0,14,0,0,60100.3,554.7
5/4/03,1394,0,1394,0,0,1077,0,0,0,0,60091.8,414.5
5/5/03,1569,0,1569,0,0,902,0,0,0,0,60082.6,256
5/6/03,1736,0,1736,0,0,735,0,0,0,0,60072.6,79.5
5/7/03,1908,0,1908,0,0,563,0,0,0,0,60061.8,0
5/8/03,2067,0,2062,5,0,404,0,0,0,0,60050.6,0
5/9/03,2208,0,2198,10,0,263,0,0,0,0,60039,0
5/10/03,2336,0,2317,19,0,135,0,0,0,2,60027.1,0
5/11/03,2457,0,2425,32,0,14,0,0,0,7,60015.2,0
5/12/03,2457,0,2406,51,0,14,0,0,0,14,60004.1,0
5/13/03,2457,0,2378,79,0,14,0,2,0,24,60000,0
5/14/03,2457,0,2331,126,0,14,0,7,0,37,59990.6,0
5/15/03,2457,0,2275,182,0,14,0,14,0,55,59999.3,0
5/16/03,2457,0,2208,249,0,14,0,26,0,83,59991.7,0
5/17/03,2471,0,2146,325,0,0,0,44,0,118,59984.8,0
5/18/03,2471,0,2064,407,0,2,0,67,0,152,60010.3,0
5/19/03,2471,0,1957,514,0,7,0,102,0,177,60004.4,0
5/20/03,2471,0,1836,635,0,14,0,148,0,191,60047.2,0
5/21/03,2471,0,1720,741,0,26,0,195,0,228,60040.8,0
5/22/03,2471,0,1582,741,0,44,0,242,0,264,60034.3,0
5/23/03,2471,0,1418,741,0,69,0,284,0,289,60084.6,0
5/24/03,2466,0,1242,739,0,109,0,340,0,306,60134.5,0
5/25/03,2461,0,1077,738,0,162,0,388,0,369,60184.1,0
5/26/03,2461,0,902,738,0,221,0,421,0,441,60176.4,0
5/27/03,2452,0,735,735,0,286,0,469,0,537,60225.4,0
5/28/03,2452,0,563,735,0,353,0,566,0,520,60217.3,0
5/29/03,2452,0,404,735,0,449,0,634,0,528,60208.4,0
5/30/03,2439,0,263,731,0,550,0,742,0,477,60255.9,0
5/31/03,2422,0,137,726,0,640,0,797,0,514,60302.8,0
6/1/03,2427,0,21,728,0,748,0,856,0,517,60293.2,0
6/2/03,2434,0,28,730,0,905,0,850,0,526,60283.4,0
6/3/03,2446,0,40,733,0,1057,0,870,0,504,60273.6,0
6/4/03,2464,0,58,739,0,1248,0,836,0,456,60263.6,0
6/5/03,2489,0,83,746,0,1370,0,856,0,353,60253.5,0
6/6/03,2529,0,123,758,0,1502,0,846,0,297,60243.2,0
6/7/03,2582,0,162,774,0,1607,0,815,0,225,60232.4,0
6/8/03,2641,0,221,792,0,1732,0,695,0,164,60221.2,0
6/9/03,2706,0,286,811,0,1842,0,626,0,130,60209.6,0
6/10/03,2773,0,353,831,0,1942,0,514,0,143,60198.5,0
6/11/03,2869,0,449,860,0,2008,0,355,0,188,60188.3,0
6/12/03,2970,0,550,891,0,2034,0,300,0,232,60177.8,0
6/13/03,3062,0,642,918,0,2006,0,304,0,164,60167.1,0
6/14/03,3175,0,755,952,0,1999,0,246,0,161,60156.2,0
6/15/03,3339,0,919,1001,0,1890,0,307,0,45,60145,0
6/16/03,3503,0,1083,1050,0,1729,0,304,0,62,60133.4,0
6/17/03,3712,0,1292,1113,0,1592,0,277,0,17,60121.4,0
6/18/03,3859,0,1439,1157,0,1513,0,209,0,17,60109.1,0
6/19/03,4031,0,1611,1209,0,1389,0,178,0,0,60096.4,0
6/20/03,4189,0,1769,1256,0,1347,0,62,0,58,60083.2,0
6/21/03,4373,0,1951,1311,0,1163,0,62,0,196,60069.7,0
6/22/03,4548,0,2121,1364,0,1033,0,17,0,298,60055.7,0
6/23/03,4715,0,2281,1414,0,866,0,75,0,283,60041.5,0
6/24/03,4877,0,2431,1463,0,721,0,196,0,145,60027.1,0
6/25/03,5004,0,2540,1501,0,594,0,298,0,43,60012.4,0
6/26/03,5068,0,2579,1520,0,530,0,341,0,9,59997.7,0
6/27/03,5174,0,2645,1552,0,424,0,341,0,70,59982.6,0
6/28/03,5229,0,2647,1568,0,427,0,283,0,149,59967.2,0
6/29/03,5232,0,2591,1569,0,562,0,154,0,140,59951.7,0
6/30/03,5304,0,2598,1591,0,592,0,113,0,79,59935.7,0
7/1/03,5372,0,2599,1611,0,567,0,149,0,33,59919.6,0
7/2/03,5420,0,2551,1626,0,519,0,149,0,33,59903.2,0
7/3/03,5536,0,2566,1660,0,403,0,149,0,49,59886.3,0
7/4/03,5536,0,2474,1660,0,412,0,173,0,20,59869.3,0
7/5/03,5581,0,2406,1674,0,428,0,112,0,20,59851.9,0
7/6/03,5581,0,2242,1674,0,507,0,49,0,63,59834.1,0
7/7/03,5598,0,2095,1679,0,490,0,53,0,109,59815.9,0
7/8/03,5598,0,1886,1679,0,490,0,53,1,226,59797.3,0
7/9/03,5598,0,1739,1679,0,523,0,79,1,220,59778.3,0
7/10/03,5598,0,1567,1679,0,523,0,129,1,232,59759.2,0
7/11/03,5656,0,1467,1696,0,481,1,230,0,183,59739.3,0
7/12/03,5794,0,1421,1738,0,347,1,279,1,244,59719.3,0
7/13/03,5896,0,1348,1768,0,245,1,341,2,293,59698.7,0
7/14/03,5939,0,1224,1781,0,261,1,350,2,266,59677.8,0
7/15/03,5939,0,1062,1781,0,311,2,414,1,152,59655.6,0
7/16/03,5939,0,935,1781,0,428,3,408,0,109,59633.8,0
7/17/03,5948,0,880,1784,0,472,3,396,0,89,59612.1,0
7/18/03,6009,0,835,1802,1,473,2,334,0,116,59589.6,0
7/19/03,6088,0,859,1826,1,462,2,334,1,158,59566.3,0
7/20/03,6088,0,856,1826,1,576,2,241,4,310,59543.9,0
7/21/03,6088,0,784,1826,1,687,2,157,8,498,59520.8,0
7/22/03,6121,0,749,1836,2,695,2,226,8,480,59497.8,0
7/23/03,6121,0,701,1836,3,695,4,399,8,492,59617.3,0
7/24/03,6137,0,601,1841,3,747,8,546,6,407,59593.2,0
7/25/03,6141,0,605,1842,3,764,9,617,8,489,59569.1,0
7/26/03,6141,0,560,1842,3,791,12,775,6,398,59545.1,0
7/27/03,6125,0,619,1837,3,842,14,795,6,419,59663.5,473.1
7/28/03,6175,0,652,1852,3,965,17,796,4,351,59639.3,394.8
7/29/03,6292,0,769,1887,4,1063,17,675,5,396,59614.5,315.7
7/30/03,6146,0,822,1843,7,1102,16,734,6,422,59733.1,790.4
7/31/03,6208,0,884,1862,11,1225,13,655,8,480,59709.1,711.9
8/1/03,6277,1,894,1883,11,1287,14,664,9,505,59685.3,632.8
8/2/03,6391,1,870,1917,14,1347,14,667,11,595,59660.5,576.2
8/3/03,6502,1,879,1950,16,1330,15,737,12,643,59635,518.9
8/4/03,6543,1,877,1962,19,1440,15,750,12,673,59609.6,461.3
8/5/03,6544,2,877,1963,19,1546,19,911,10,569,59585.1,380.5
8/6/03,6049,3,945,1814,20,1617,21,984,9,553,59703.7,353.1
8/7/03,5906,3,957,1771,21,1773,23,1001,9,562,59819.8,326.1
8/8/03,5757,3,923,1727,23,1910,24,1000,9,625,59932.7,299.4
8/9/03,5527,3,954,1658,26,1964,24,1032,10,680,60041.1,273.4
8/10/03,5202,3,1127,1560,29,2058,24,968,11,732,60142.3,248.4
8/11/03,5417,3,1342,1625,32,2055,24,982,10,715,60121,198.2
8/12/03,5369,4,1401,1610,36,2157,23,1039,8,640,60224.9,172.6
8/13/03,5557,7,1586,1667,37,2135,23,1131,5,544,60203.7,121.5
8/14/03,5691,11,1700,1707,36,2201,22,1144,4,486,60182.8,69.4
8/15/03,2490,12,1870,608,38,2230,21,1117,3,471,60221.3,51.1
8/16/03,2587,15,1964,608,38,2362,19,1050,2,354,60260.1,183.7
8/17/03,2740,17,2056,667,39,2462,17,950,1,256,60251.4,153.2
8/18/03,2443,20,2112,311,39,2611,15,856,0,157,60268.4,130.2
8/19/03,2583,21,2134,428,42,2681,11,689,0,150,60296,108.1
8/20/03,2762,23,2258,481,44,2680,7,566,0,142,60290.1,77.4
8/21/03,2927,24,2360,543,45,2675,5,469,0,125,60283.7,45.3
8/22/03,3092,25,2456,611,45,2662,3,353,0,137,60323.7,21.8
8/23/03,3362,28,2609,725,43,2556,2,237,0,142,60315.7,0
8/24/03,3577,31,2710,836,41,2386,1,240,0,151,60307.1,0
8/25/03,3774,34,2863,877,39,2245,0,234,0,168,60298.1,0
8/26/03,3932,38,3026,868,34,2144,0,222,0,186,60355.5,0
8/27/03,4070,41,3154,875,30,1983,0,241,0,204,60413.2,0
8/28/03,4197,44,3336,817,27,1825,0,260,0,212,60466.4,0
8/29/03,4426,47,3535,844,24,1644,0,283,0,217,60521.1,0
8/30/03,4631,50,3676,905,21,1440,0,308,0,238,60572.5,0
8/31/03,4826,53,3758,1015,18,1235,0,330,0,264,60631.5,0
9/1/03,5038,56,3752,1230,15,1080,0,349,0,282,60619.3,0
9/2/03,5217,59,3836,1322,11,968,0,378,0,324,60701.3,0
9/3/03,5327,60,3810,1457,7,877,0,408,0,330,60800.4,0
9/4/03,5476,58,3831,1587,5,798,0,427,0,346,60786.7,0
9/5/03,5406,59,3818,1529,3,709,0,490,0,330,60891,0
9/6/03,5112,57,3766,1289,2,740,0,521,0,362,60971.8,0
9/7/03,5164,56,3668,1440,1,780,0,535,0,369,61068.2,0
9/8/03,5156,54,3624,1478,0,816,0,556,0,390,61164.9,0
9/9/03,5190,53,3520,1557,0,872,0,601,0,375,61150.9,0
9/10/03,5212,51,3388,1563,0,962,0,580,0,404,61256.1,0
9/11/03,5256,50,3269,1576,0,1021,0,616,0,428,61242.2,0
9/12/03,5274,48,3152,1582,0,1081,0,630,0,464,61350.4,0
9/13/03,5211,45,2935,1563,0,1150,0,654,0,481,61457.6,0
9/14/03,4874,42,2777,1462,0,1232,0,682,0,486,61558.1,0
9/15/03,4935,39,2647,1480,0,1282,0,725,0,495,61546.8,0
9/16/03,4998,34,2552,1499,0,1354,0,745,0,491,61535.3,0
9/17/03,4974,30,2428,1492,0,1403,0,793,0,476,61638.1,0
9/18/03,5043,27,2297,1512,0,1474,0,816,0,468,61626.3,0
9/19/03,5113,24,2144,1533,0,1565,0,808,0,442,61609.5,0
9/20/03,5203,21,1986,1560,0,1629,0,805,0,429,61591.9,0
9/21/03,5298,18,1829,1589,0,1691,0,803,0,419,61573.4,0
9/22/03,5386,15,1711,1615,0,1769,0,764,0,438,61554.2,0
9/23/03,5517,11,1670,1655,0,1800,0,739,0,464,61540.2,0
9/24/03,5617,7,1615,1685,0,1852,0,731,0,494,61525.7,0
9/25/03,5722,5,1571,1716,0,1899,0,726,0,524,61510.9,0
9/26/03,5524,3,1529,1657,0,1938,0,735,0,524,61623.1,0
9/27/03,5485,2,1623,1645,0,1932,0,783,0,517,61734.1,0
9/28/03,5598,1,1684,1679,0,1959,0,821,0,517,61718.6,0
9/29/03,5643,0,1762,1692,0,1967,0,840,0,523,61832.3,0
9/30/03,5613,0,1848,1683,0,1995,0,862,0,510,61945.2,0
10/1/03,5511,0,1946,1653,0,2019,0,874,0,469,62055.6,0
10/2/03,5675,0,2065,1702,0,2033,0,869,0,448,62038.7,0
10/3/03,5491,0,2175,1647,0,2055,0,848,0,426,62148.4,0
10/4/03,5651,0,2285,1695,0,2062,0,819,0,425,62131.1,0
10/5/03,5820,0,2400,1746,0,2064,0,800,0,409,62113.2,0
10/6/03,5822,0,2502,1746,0,2077,0,757,0,405,62229.1,0
10/7/03,5978,0,2590,1793,0,2094,0,721,0,393,62210.8,0
10/8/03,6132,0,2672,1839,0,2098,0,699,0,378,62192.1,0
10/9/03,6023,0,2758,1806,0,2078,0,693,0,362,62312,0
10/10/03,6153,0,2815,1845,0,2100,0,666,0,346,62293.1,0
10/11/03,5725,0,2863,1717,0,2095,0,651,0,329,62406.8,0
10/12/03,5873,0,2913,1761,0,2084,0,630,0,303,62388.5,0
10/13/03,6022,0,2971,1806,0,2071,0,603,0,284,62370.1,0
10/14/03,6189,0,3003,1856,0,2036,0,575,0,267,62351.4,0
10/15/03,4541,0,3077,1362,0,1983,0,540,0,262,62440,0
10/16/03,4559,0,3149,1367,0,1925,0,509,0,218,62528.9,0
10/17/03,4631,0,3197,1389,0,1874,0,480,0,174,62619.3,0
10/18/03,4740,0,3232,1422,0,1812,0,456,0,133,62712.1,0
10/19/03,4884,0,3297,1465,0,1737,0,398,0,130,62807.8,0
10/20/03,4967,0,3330,1490,0,1654,0,351,0,128,62905.1,0
10/21/03,4974,0,3367,1492,0,1586,0,305,0,123,63002.5,0
10/22/03,4908,0,3362,1472,0,1535,0,261,0,116,63098.7,0
10/23/03,4915,0,3350,1474,0,1468,0,217,0,108,63195.1,0
10/24/03,5051,0,3329,1515,0,1378,0,210,0,99,63178.4,0
10/25/03,4771,0,3306,1431,0,1284,0,203,0,91,63272.2,0
10/26/03,4803,0,3273,1440,0,1192,0,192,0,81,63366.8,0
10/27/03,4828,0,3239,1448,0,1103,0,179,0,72,63462.1,0
10/28/03,4953,0,3208,1485,0,1019,0,166,0,61,63446.4,0
10/29/03,4955,0,3175,1486,0,937,0,150,0,53,63545,0
10/30/03,4935,0,3133,1480,0,857,0,135,0,46,63643.4,0
10/31/03,4930,0,3112,1479,0,781,0,119,0,41,63742,0
11/1/03,4884,0,3075,1465,0,707,0,104,0,37,63839.9,0
11/2/03,4844,0,3017,1453,0,645,0,90,0,30,63937.2,0
11/3/03,4783,0,2958,1434,0,578,0,79,0,24,64033.4,0
11/4/03,4542,0,2878,1362,0,512,0,69,0,17,64124.8,0
11/5/03,4461,0,2785,1338,0,444,0,59,0,11,64214.8,0
11/6/03,4333,0,2652,1299,0,413,0,50,0,5,64302.4,0
11/7/03,4050,0,2528,1215,0,384,0,40,0,1,64384.5,0
11/8/03,4084,0,2401,1225,0,352,0,29,0,0,64373.7,0
11/9/03,3971,0,2265,1191,0,320,0,18,0,0,64454.9,0
11/10/03,3853,0,2133,1155,0,286,0,11,0,0,64532.9,0
11/11/03,3882,0,2014,1164,0,253,0,5,0,0,64521.4,0
11/12/03,3789,0,1912,1136,0,221,0,1,0,0,64599.5,0
11/13/03,3683,0,1793,1104,0,189,0,0,0,0,64592.9,0
11/14/03,3567,0,1687,1070,0,159,0,0,0,0,64586.7,0.2
11/15/03,3448,0,1578,1034,0,131,0,0,0,0,64580.9,3.5
11/16/03,3306,0,1465,991,0,108,0,0,0,0,64575.4,6.8
11/17/03,3151,0,1354,945,0,87,0,0,0,0,64570.2,10
11/18/03,2991,0,1246,897,0,70,0,0,0,0,64565.3,13.3
11/19/03,2670,0,1140,801,0,55,0,0,0,0,64558.7,116.8
11/20/03,2506,0,1038,751,0,41,0,0,0,0,64552.4,213.4
11/21/03,2188,0,941,656,0,29,0,0,0,0,64547.1,297.1
11/22/03,2061,0,848,618,0,18,0,0,0,0,64541.9,375.6
11/23/03,2058,0,765,617,0,11,0,0,0,0,64535.2,350.9
11/24/03,1913,0,681,573,0,5,0,0,0,0,64530.3,423.3
11/25/03,1907,0,598,572,0,1,0,0,0,0,64523.8,399.9
11/26/03,1907,0,598,572,0,0,0,0,0,0,64517.4,357.3
11/27/03,1773,0,513,531,0,0,0,0,0,0,64512.6,555.4
11/28/03,1638,0,467,491,0,0,0,0,0,0,64508.2,616.8
11/29/03,1504,0,424,451,0,0,0,0,0,0,64504.1,672.8
11/30/03,1504,0,424,451,0,0,0,0,0,0,64499,635.3
12/1/03,1504,0,424,451,0,0,0,0,0,0,64493.8,597.7
12/2/03,1374,0,380,412,0,0,0,0,0,0,64490,648.6
12/3/03,1374,0,380,412,0,0,0,0,0,0,64485.3,612.7
12/4/03,1364,0,337,409,0,0,0,0,0,0,64481.5,761
12/5/03,1133,0,296,339,0,0,0,0,0,0,64478.4,802.2
12/6/03,1133,0,296,339,0,0,0,0,0,0,64474.5,769.8
12/7/03,1133,0,296,339,0,0,0,0,0,0,64470.5,737.4
12/8/03,1133,0,296,339,0,0,0,0,0,0,64466.6,704.9
12/9/03,1133,0,296,339,0,0,0,0,0,0,64462.7,672.5
12/10/03,1133,0,296,339,0,0,0,0,0,0,64458.7,640.1
12/11/03,1133,0,296,339,0,0,0,0,0,0,64454.8,607.6
12/12/03,1133,0,296,339,0,0,0,0,0,0,64450.8,591.6
12/13/03,1133,0,296,339,0,0,0,0,0,0,64446.9,559.2
12/14/03,1133,0,296,339,0,0,0,0,0,0,64443,526.7
12/15/03,1133,0,296,339,0,0,0,0,0,0,64439,494.3
12/16/03,1133,0,296,339,0,0,0,0,0,0,64435.1,461.9
12/17/03,1133,0,296,339,0,0,0,0,0,0,64431.1,429.4
12/18/03,1133,0,296,339,0,0,0,0,0,0,64427.2,397
12/19/03,1133,0,296,339,0,0,0,0,0,0,64423.3,364.5
12/20/03,1133,0,296,339,0,0,0,0,0,0,64419.3,332.1
12/21/03,1133,0,296,339,0,0,0,0,0,0,64415.4,299.7
12/22/03,1133,0,296,339,0,0,0,0,0,0,64411.4,267.2
12/23/03,1133,0,296,339,0,0,0,0,0,0,64407.5,234.8
12/24/03,1133,0,296,339,0,0,0,0,0,0,64403.6,202.4
12/25/03,1133,0,296,339,0,0,0,0,0,0,64399.6,169.9
12/26/03,1133,0,296,339,0,0,0,0,0,0,64395.7,137.5
12/27/03,1133,0,296,339,0,0,0,0,0,0,64391.7,105.1
12/28/03,1133,0,296,339,0,0,0,0,0,0,64387.8,72.6
12/29/03,1133,0,296,339,0,0,0,0,0,0,64383.9,40.2
12/30/03,1133,0,296,339,0,0,0,0,0,0,64379.9,7.7
12/31/03,1133,0,296,339,0,0,0,0,0,0,64376,0
1/1/04,1133,0,296,339,0,0,0,0,0,0,64372,0
1/2/04,1133,0,296,339,0,0,0,0,0,0,64368.1,0
1/3/04,1133,0,296,339,0,0,0,0,0,0,64364.2,0
1/4/04,1133,0,296,339,0,0,0,0,0,0,64360.2,0
1/5/04,1133,0,296,339,0,0,0,0,0,0,64356.3,0
1/6/04,1133,0,296,339,0,0,0,0,0,0,64352.3,0
1/7/04,1133,0,296,339,0,0,0,0,0,0,64348.4,0
1/8/04,1133,0,296,339,0,0,0,0,0,0,64344.5,0
1/9/04,1133,0,296,339,0,0,0,0,0,0,64340.5,0
1/10/04,1133,0,296,339,0,0,0,0,0,0,64336.6,0
1/11/04,1133,0,296,339,0,0,0,0,0,0,64332.6,0
1/12/04,1133,0,296,339,0,0,0,0,0,0,64328.7,0
1/13/04,1133,0,296,339,0,0,0,0,0,0,64324.8,0
1/14/04,1133,0,296,339,0,0,0,0,0,0,64320.8,0
1/15/04,1133,0,296,339,0,0,0,0,0,0,64316.9,0
1/16/04,1133,0,296,339,0,0,0,0,0,0,64312.9,0
1/17/04,1133,0,296,339,0,0,0,0,0,0,64309,0
1/18/04,1133,0,296,339,0,0,0,0,0,0,64305.1,0
1/19/04,1133,0,296,339,0,0,0,0,0,0,64301.1,0
1/20/04,1133,0,296,339,0,0,0,0,0,0,64297.2,0
1/21/04,1133,0,296,339,0,0,0,0,0,0,64293.2,0
1/22/04,1133,0,296,339,0,0,0,0,0,0,64289.3,0
1/23/04,1133,0,296,339,0,0,0,0,0,0,64285.4,0
1/24/04,1133,0,296,339,0,0,0,0,0,0,64281.4,0
1/25/04,1133,0,296,339,0,0,0,0,0,0,64277.5,0
1/26/04,1133,0,296,339,0,0,0,0,0,0,64273.5,0
1/27/04,1133,0,296,339,0,0,0,0,0,0,64269.6,0
1/28/04,1133,0,296,339,0,0,0,0,0,0,64265.7,0
1/29/04,1133,0,296,339,0,0,0,0,0,0,64261.7,0
1/30/04,1133,0,296,339,0,0,0,0,0,0,64257.8,0
1/31/04,1123,0,257,336,0,0,0,0,0,0,64254.6,118.9
2/1/04,1123,0,257,336,0,0,0,0,0,0,64250.7,103
2/2/04,1123,0,257,336,0,0,0,0,0,0,64246.7,87.1
2/3/04,1123,0,257,336,0,0,0,0,0,0,64242.7,71.2
2/4/04,1123,0,257,336,0,0,0,0,0,0,64238.7,38.9
2/5/04,913,0,221,273,0,0,0,0,0,0,64236.2,71.5
2/6/04,721,0,188,216,0,0,0,0,0,0,64234.2,96.7
2/7/04,721,0,188,216,0,0,0,0,0,0,64231.7,85.2
2/8/04,721,0,188,216,0,0,0,0,0,0,64229.2,73.7
2/9/04,711,0,158,213,0,0,0,0,0,0,64227.2,144.1
2/10/04,711,0,158,213,0,0,0,0,0,0,64224.7,132.7
2/11/04,711,0,158,213,0,0,0,0,0,0,64222.1,121.3
2/12/04,711,0,158,213,0,0,0,0,0,0,64219.6,95.8
2/13/04,711,0,158,213,0,0,0,0,0,0,64217.1,84.4
2/14/04,711,0,158,213,0,0,0,0,0,0,64214.5,73
2/15/04,461,0,130,138,0,0,0,0,0,0,64213.3,88.4
2/16/04,415,0,107,124,0,0,0,0,0,0,64212.2,102.1
2/17/04,372,0,86,111,0,0,0,0,0,0,64211.1,114.1
2/18/04,372,0,86,111,0,0,0,0,0,0,64209.8,107
2/19/04,372,0,86,111,0,0,0,0,0,0,64208.5,99.9
2/20/04,372,0,86,111,0,0,0,0,0,0,64207.2,92.8
2/21/04,328,0,69,98,0,0,0,0,0,0,64206.2,103.3
2/22/04,284,0,54,85,0,0,0,0,0,0,64205.4,112.2
2/23/04,243,0,40,72,0,0,0,0,0,0,64204.7,119.6
2/24/04,203,0,28,60,0,0,0,0,0,0,64204.1,125.5
2/25/04,167,0,17,50,0,0,0,0,0,0,64203.6,130.4
2/26/04,167,0,17,50,0,0,0,0,0,0,64203,126.4
2/27/04,134,0,10,40,0,0,0,0,0,0,64202.6,130.1
2/28/04,103,0,4,30,0,0,0,0,0,0,64202.2,132.7
2/29/04,75,0,0,22,0,0,0,0,0,0,64202,134.5
3/1/04,53,0,0,15,0,0,0,0,0,0,64201.8,135.5
3/2/04,34,0,0,10,0,0,0,0,0,0,64201.8,135.6
3/3/04,20,0,0,6,0,0,0,0,0,0,64201.7,135.9
3/4/04,10,0,0,3,0,0,0,0,0,0,64201.7,136
