"location","vicid","state_fips","fips","state","county","vic_km2"
"38.40625_-121.28125",198652,6,6067,"CA","Sacramento County",37.81951
"38.40625_-121.34375",198651,6,6067,"CA","Sacramento County",37.81951
"38.40625_-121.53125",198648,6,6113,"CA","Yolo County",37.81951
"38.40625_-121.90625",198642,6,6095,"CA","Solano County",37.81951
"38.46875_-121.15625",199582,6,6067,"CA","Sacramento County",37.7867
"38.46875_-121.21875",199581,6,6067,"CA","Sacramento County",37.7867
"38.46875_-121.28125",199580,6,6067,"CA","Sacramento County",37.7867
"38.46875_-121.65625",199574,6,6113,"CA","Yolo County",37.7867
"38.46875_-121.71875",199573,6,6095,"CA","Solano County",37.7867
"38.46875_-121.78125",199572,6,6095,"CA","Solano County",37.7867
"38.46875_-121.84375",199571,6,6095,"CA","Solano County",37.7867
"38.46875_-121.90625",199570,6,6095,"CA","Solano County",37.7867
"38.46875_-121.96875",199569,6,6095,"CA","Solano County",37.7867
"38.46875_-122.03125",199568,6,6095,"CA","Solano County",37.7867
"38.53125_-121.65625",200502,6,6113,"CA","Yolo County",37.75386
"38.53125_-121.71875",200501,6,6113,"CA","Yolo County",37.75386
"38.53125_-121.78125",200500,6,6113,"CA","Yolo County",37.75386
"38.53125_-121.84375",200499,6,6095,"CA","Solano County",37.75386
"38.53125_-121.90625",200498,6,6095,"CA","Solano County",37.75386
"38.53125_-121.96875",200497,6,6113,"CA","Yolo County",37.75386
"38.53125_-122.03125",200496,6,6113,"CA","Yolo County",37.75386
"38.59375_-121.46875",201433,6,6067,"CA","Sacramento County",37.72097
"38.59375_-121.59375",201431,6,6113,"CA","Yolo County",37.72097
"38.59375_-121.71875",201429,6,6113,"CA","Yolo County",37.72097
"38.59375_-121.78125",201428,6,6113,"CA","Yolo County",37.72097
"38.59375_-121.84375",201427,6,6113,"CA","Yolo County",37.72097
"38.59375_-121.90625",201426,6,6113,"CA","Yolo County",37.72097
"38.59375_-121.96875",201425,6,6113,"CA","Yolo County",37.72097
"38.65625_-121.59375",202359,6,6067,"CA","Sacramento County",37.68803
"38.65625_-121.65625",202358,6,6113,"CA","Yolo County",37.68803
"38.65625_-121.71875",202357,6,6113,"CA","Yolo County",37.68803
"38.65625_-121.78125",202356,6,6113,"CA","Yolo County",37.68803
"38.65625_-121.84375",202355,6,6113,"CA","Yolo County",37.68803
"38.65625_-121.90625",202354,6,6113,"CA","Yolo County",37.68803
"38.65625_-121.96875",202353,6,6113,"CA","Yolo County",37.68803
"38.65625_-122.03125",202352,6,6113,"CA","Yolo County",37.68803
"38.71875_-121.59375",203287,6,6067,"CA","Sacramento County",37.65505
"38.71875_-121.65625",203286,6,6113,"CA","Yolo County",37.65505
"38.71875_-121.71875",203285,6,6113,"CA","Yolo County",37.65505
"38.71875_-121.78125",203284,6,6113,"CA","Yolo County",37.65505
"38.71875_-121.84375",203283,6,6113,"CA","Yolo County",37.65505
"38.71875_-121.90625",203282,6,6113,"CA","Yolo County",37.65505
"38.71875_-121.96875",203281,6,6113,"CA","Yolo County",37.65505
"38.71875_-122.03125",203280,6,6113,"CA","Yolo County",37.65505
"38.71875_-122.09375",203279,6,6113,"CA","Yolo County",37.65505
"38.71875_-122.15625",203278,6,6113,"CA","Yolo County",37.65505
"38.78125_-121.59375",204215,6,6101,"CA","Sutter County",37.62202
"38.78125_-121.65625",204214,6,6101,"CA","Sutter County",37.62202
"38.78125_-121.71875",204213,6,6113,"CA","Yolo County",37.62202
"38.78125_-121.78125",204212,6,6113,"CA","Yolo County",37.62202
"38.78125_-121.84375",204211,6,6113,"CA","Yolo County",37.62202
"38.78125_-121.90625",204210,6,6113,"CA","Yolo County",37.62202
"38.78125_-121.96875",204209,6,6113,"CA","Yolo County",37.62202
"38.78125_-122.03125",204208,6,6113,"CA","Yolo County",37.62202
"38.78125_-122.15625",204206,6,6113,"CA","Yolo County",37.62202
"38.84375_-107.78125",205364,8,8029,"CO","Delta County",37.58895
"38.84375_-121.53125",205144,6,6101,"CA","Sutter County",37.58895
"38.84375_-121.59375",205143,6,6101,"CA","Sutter County",37.58895
"38.84375_-121.65625",205142,6,6101,"CA","Sutter County",37.58895
"38.84375_-121.71875",205141,6,6101,"CA","Sutter County",37.58895
"38.84375_-121.78125",205140,6,6113,"CA","Yolo County",37.58895
"38.84375_-121.84375",205139,6,6113,"CA","Yolo County",37.58895
"38.84375_-121.90625",205138,6,6113,"CA","Yolo County",37.58895
"38.84375_-121.96875",205137,6,6113,"CA","Yolo County",37.58895
"38.84375_-122.21875",205133,6,6113,"CA","Yolo County",37.58895
"38.90625_-107.96875",206289,8,8029,"CO","Delta County",37.55584
"38.90625_-121.34375",206075,6,6061,"CA","Placer County",37.55584
"38.90625_-121.40625",206074,6,6061,"CA","Placer County",37.55584
"38.90625_-121.53125",206072,6,6101,"CA","Sutter County",37.55584
"38.90625_-121.59375",206071,6,6101,"CA","Sutter County",37.55584
"38.90625_-121.78125",206068,6,6101,"CA","Sutter County",37.55584
"38.90625_-121.84375",206067,6,6113,"CA","Yolo County",37.55584
"38.90625_-121.90625",206066,6,6113,"CA","Yolo County",37.55584
"38.90625_-121.96875",206065,6,6113,"CA","Yolo County",37.55584
"38.90625_-122.03125",206064,6,6113,"CA","Yolo County",37.55584
"38.90625_-122.09375",206063,6,6113,"CA","Yolo County",37.55584
"38.90625_-122.21875",206061,6,6113,"CA","Yolo County",37.55584
"38.96875_-121.40625",207002,6,6061,"CA","Placer County",37.52268
"38.96875_-121.46875",207001,6,6101,"CA","Sutter County",37.52268
"38.96875_-121.53125",207000,6,6101,"CA","Sutter County",37.52268
"38.96875_-121.59375",206999,6,6101,"CA","Sutter County",37.52268
"38.96875_-121.65625",206998,6,6101,"CA","Sutter County",37.52268
"38.96875_-121.71875",206997,6,6101,"CA","Sutter County",37.52268
"38.96875_-121.78125",206996,6,6101,"CA","Sutter County",37.52268
"38.96875_-121.84375",206995,6,6011,"CA","Colusa County",37.52268
"38.96875_-121.90625",206994,6,6011,"CA","Colusa County",37.52268
"38.96875_-121.96875",206993,6,6011,"CA","Colusa County",37.52268
"38.96875_-122.03125",206992,6,6011,"CA","Colusa County",37.52268
"38.96875_-122.09375",206991,6,6011,"CA","Colusa County",37.52268
"39.03125_-121.34375",207931,6,6061,"CA","Placer County",37.52268
"39.03125_-121.40625",207930,6,6115,"CA","Yuba County",37.52268
"39.03125_-121.46875",207929,6,6115,"CA","Yuba County",37.52268
"39.03125_-121.53125",207928,6,6115,"CA","Yuba County",37.52268
"39.03125_-121.59375",207927,6,6115,"CA","Yuba County",37.52268
"39.03125_-121.65625",207926,6,6101,"CA","Sutter County",37.52268
"39.03125_-121.71875",207925,6,6101,"CA","Sutter County",37.52268
"39.03125_-121.78125",207924,6,6101,"CA","Sutter County",37.52268
"39.03125_-121.84375",207923,6,6011,"CA","Colusa County",37.52268
"39.03125_-121.90625",207922,6,6011,"CA","Colusa County",37.52268
"39.03125_-121.96875",207921,6,6011,"CA","Colusa County",37.52268
"39.03125_-122.03125",207920,6,6011,"CA","Colusa County",37.52268
"39.03125_-122.09375",207919,6,6011,"CA","Colusa County",37.52268
"39.03125_-122.15625",207918,6,6011,"CA","Colusa County",37.52268
"39.09375_-108.40625",209066,8,8077,"CO","Mesa County",37.48947
"39.09375_-121.40625",208858,6,6115,"CA","Yuba County",37.48947
"39.09375_-121.46875",208857,6,6115,"CA","Yuba County",37.48947
"39.09375_-121.59375",208855,6,6115,"CA","Yuba County",37.48947
"39.09375_-121.65625",208854,6,6101,"CA","Sutter County",37.48947
"39.09375_-121.71875",208853,6,6101,"CA","Sutter County",37.48947
"39.09375_-121.78125",208852,6,6101,"CA","Sutter County",37.48947
"39.09375_-121.84375",208851,6,6101,"CA","Sutter County",37.48947
"39.09375_-121.90625",208850,6,6011,"CA","Colusa County",37.48947
"39.09375_-121.96875",208849,6,6011,"CA","Colusa County",37.48947
"39.09375_-122.03125",208848,6,6011,"CA","Colusa County",37.48947
"39.09375_-122.09375",208847,6,6011,"CA","Colusa County",37.48947
"39.09375_-122.15625",208846,6,6011,"CA","Colusa County",37.48947
"39.09375_-122.21875",208845,6,6011,"CA","Colusa County",37.48947
"39.09375_-78.21875",209549,51,51069,"VA","Frederick County",37.48947
"39.09375_-78.28125",209548,51,51069,"VA","Frederick County",37.48947
"39.15625_-121.46875",209785,6,6115,"CA","Yuba County",37.45623
"39.15625_-121.53125",209784,6,6115,"CA","Yuba County",37.45623
"39.15625_-121.59375",209783,6,6115,"CA","Yuba County",37.45623
"39.15625_-121.65625",209782,6,6101,"CA","Sutter County",37.45623
"39.15625_-121.71875",209781,6,6101,"CA","Sutter County",37.45623
"39.15625_-121.78125",209780,6,6101,"CA","Sutter County",37.45623
"39.15625_-121.84375",209779,6,6101,"CA","Sutter County",37.45623
"39.15625_-121.90625",209778,6,6101,"CA","Sutter County",37.45623
"39.15625_-121.96875",209777,6,6011,"CA","Colusa County",37.45623
"39.15625_-122.09375",209775,6,6011,"CA","Colusa County",37.45623
"39.15625_-122.15625",209774,6,6011,"CA","Colusa County",37.45623
"39.15625_-122.21875",209773,6,6011,"CA","Colusa County",37.45623
"39.15625_-122.28125",209772,6,6011,"CA","Colusa County",37.45623
"39.15625_-78.21875",210477,51,51069,"VA","Frederick County",37.45623
"39.15625_-78.28125",210476,51,51069,"VA","Frederick County",37.45623
"39.21875_-121.46875",210713,6,6115,"CA","Yuba County",37.42293
"39.21875_-121.53125",210712,6,6115,"CA","Yuba County",37.42293
"39.21875_-121.59375",210711,6,6115,"CA","Yuba County",37.42293
"39.21875_-121.65625",210710,6,6101,"CA","Sutter County",37.42293
"39.21875_-121.71875",210709,6,6101,"CA","Sutter County",37.42293
"39.21875_-121.90625",210706,6,6101,"CA","Sutter County",37.42293
"39.21875_-121.96875",210705,6,6011,"CA","Colusa County",37.42293
"39.21875_-122.03125",210704,6,6011,"CA","Colusa County",37.42293
"39.21875_-122.28125",210700,6,6011,"CA","Colusa County",37.42293
"39.21875_-78.15625",211406,51,51069,"VA","Frederick County",37.42293
"39.21875_-78.21875",211405,51,51069,"VA","Frederick County",37.42293
"39.28125_-121.53125",211640,6,6115,"CA","Yuba County",37.38959
"39.28125_-121.59375",211639,6,6115,"CA","Yuba County",37.38959
"39.28125_-121.65625",211638,6,6101,"CA","Sutter County",37.38959
"39.28125_-121.71875",211637,6,6101,"CA","Sutter County",37.38959
"39.28125_-121.78125",211636,6,6101,"CA","Sutter County",37.38959
"39.28125_-121.84375",211635,6,6101,"CA","Sutter County",37.38959
"39.28125_-121.90625",211634,6,6101,"CA","Sutter County",37.38959
"39.28125_-121.96875",211633,6,6011,"CA","Colusa County",37.38959
"39.28125_-122.03125",211632,6,6011,"CA","Colusa County",37.38959
"39.28125_-122.21875",211629,6,6011,"CA","Colusa County",37.38959
"39.28125_-122.28125",211628,6,6011,"CA","Colusa County",37.38959
"39.28125_-78.09375",212335,51,51069,"VA","Frederick County",37.38959
"39.28125_-78.15625",212334,51,51069,"VA","Frederick County",37.38959
"39.34375_-121.46875",212569,6,6007,"CA","Butte County",37.35621
"39.34375_-121.53125",212568,6,6007,"CA","Butte County",37.35621
"39.34375_-121.59375",212567,6,6007,"CA","Butte County",37.35621
"39.34375_-121.65625",212566,6,6007,"CA","Butte County",37.35621
"39.34375_-121.71875",212565,6,6007,"CA","Butte County",37.35621
"39.34375_-121.78125",212564,6,6007,"CA","Butte County",37.35621
"39.34375_-121.84375",212563,6,6007,"CA","Butte County",37.35621
"39.34375_-121.96875",212561,6,6011,"CA","Colusa County",37.35621
"39.34375_-122.03125",212560,6,6011,"CA","Colusa County",37.35621
"39.34375_-122.09375",212559,6,6011,"CA","Colusa County",37.35621
"39.34375_-122.15625",212558,6,6011,"CA","Colusa County",37.35621
"39.34375_-122.21875",212557,6,6011,"CA","Colusa County",37.35621
"39.34375_-122.28125",212556,6,6011,"CA","Colusa County",37.35621
"39.34375_-77.84375",213267,54,54037,"WV","Jefferson County",37.35621
"39.34375_-78.09375",213263,54,54003,"WV","Berkeley County",37.35621
"39.40625_-121.53125",213496,6,6007,"CA","Butte County",37.32278
"39.40625_-121.59375",213495,6,6007,"CA","Butte County",37.32278
"39.40625_-121.65625",213494,6,6007,"CA","Butte County",37.32278
"39.40625_-121.71875",213493,6,6007,"CA","Butte County",37.32278
"39.40625_-121.90625",213490,6,6021,"CA","Glenn County",37.32278
"39.40625_-121.96875",213489,6,6021,"CA","Glenn County",37.32278
"39.40625_-122.03125",213488,6,6011,"CA","Colusa County",37.32278
"39.40625_-122.09375",213487,6,6011,"CA","Colusa County",37.32278
"39.40625_-122.15625",213486,6,6021,"CA","Glenn County",37.32278
"39.40625_-122.28125",213484,6,6021,"CA","Glenn County",37.32278
"39.40625_-78.03125",214192,54,54003,"WV","Berkeley County",37.32278
"39.40625_-78.09375",214191,54,54003,"WV","Berkeley County",37.32278
"39.40625_-78.28125",214188,51,51069,"VA","Frederick County",37.32278
"39.46875_-121.59375",214423,6,6007,"CA","Butte County",37.28931
"39.46875_-121.65625",214422,6,6007,"CA","Butte County",37.28931
"39.46875_-121.90625",214418,6,6021,"CA","Glenn County",37.28931
"39.46875_-121.96875",214417,6,6021,"CA","Glenn County",37.28931
"39.46875_-122.03125",214416,6,6021,"CA","Glenn County",37.28931
"39.46875_-122.15625",214414,6,6021,"CA","Glenn County",37.28931
"39.46875_-122.21875",214413,6,6021,"CA","Glenn County",37.28931
"39.46875_-122.28125",214412,6,6021,"CA","Glenn County",37.28931
"39.46875_-78.03125",215120,54,54003,"WV","Berkeley County",37.28931
"39.53125_-121.71875",215349,6,6007,"CA","Butte County",37.2558
"39.53125_-121.96875",215345,6,6021,"CA","Glenn County",37.2558
"39.53125_-122.03125",215344,6,6021,"CA","Glenn County",37.2558
"39.53125_-122.09375",215343,6,6021,"CA","Glenn County",37.2558
"39.53125_-122.15625",215342,6,6021,"CA","Glenn County",37.2558
"39.53125_-122.21875",215341,6,6021,"CA","Glenn County",37.2558
"39.53125_-122.28125",215340,6,6021,"CA","Glenn County",37.2558
"39.53125_-77.96875",216049,54,54003,"WV","Berkeley County",37.2558
"39.53125_-78.21875",216045,54,54065,"WV","Morgan County",37.2558
"39.59375_-121.65625",216278,6,6007,"CA","Butte County",37.22224
"39.59375_-121.71875",216277,6,6007,"CA","Butte County",37.22224
"39.59375_-121.78125",216276,6,6007,"CA","Butte County",37.22224
"39.59375_-121.84375",216275,6,6007,"CA","Butte County",37.22224
"39.59375_-121.90625",216274,6,6007,"CA","Butte County",37.22224
"39.59375_-121.96875",216273,6,6007,"CA","Butte County",37.22224
"39.59375_-122.03125",216272,6,6021,"CA","Glenn County",37.22224
"39.59375_-122.09375",216271,6,6021,"CA","Glenn County",37.22224
"39.59375_-122.15625",216270,6,6021,"CA","Glenn County",37.22224
"39.59375_-122.21875",216269,6,6021,"CA","Glenn County",37.22224
"39.59375_-122.28125",216268,6,6021,"CA","Glenn County",37.22224
"39.65625_-121.78125",217204,6,6007,"CA","Butte County",37.18863
"39.65625_-121.84375",217203,6,6007,"CA","Butte County",37.18863
"39.65625_-121.90625",217202,6,6007,"CA","Butte County",37.18863
"39.65625_-121.96875",217201,6,6007,"CA","Butte County",37.18863
"39.65625_-122.03125",217200,6,6021,"CA","Glenn County",37.18863
"39.65625_-122.09375",217199,6,6021,"CA","Glenn County",37.18863
"39.65625_-122.15625",217198,6,6021,"CA","Glenn County",37.18863
"39.65625_-122.21875",217197,6,6021,"CA","Glenn County",37.18863
"39.65625_-122.28125",217196,6,6021,"CA","Glenn County",37.18863
"39.65625_-77.59375",217911,24,24043,"MD","Washington County",37.18863
"39.71875_-121.78125",218132,6,6007,"CA","Butte County",37.15498
"39.71875_-121.84375",218131,6,6007,"CA","Butte County",37.15498
"39.71875_-121.90625",218130,6,6007,"CA","Butte County",37.15498
"39.71875_-121.96875",218129,6,6021,"CA","Glenn County",37.15498
"39.71875_-122.03125",218128,6,6021,"CA","Glenn County",37.15498
"39.71875_-122.09375",218127,6,6021,"CA","Glenn County",37.15498
"39.71875_-122.15625",218126,6,6021,"CA","Glenn County",37.15498
"39.71875_-122.21875",218125,6,6021,"CA","Glenn County",37.15498
"39.71875_-122.28125",218124,6,6021,"CA","Glenn County",37.15498
"39.71875_-77.53125",218840,24,24043,"MD","Washington County",37.15498
"39.78125_-121.90625",219058,6,6007,"CA","Butte County",37.12129
"39.78125_-121.96875",219057,6,6007,"CA","Butte County",37.12129
"39.78125_-122.03125",219056,6,6021,"CA","Glenn County",37.12129
"39.78125_-122.09375",219055,6,6021,"CA","Glenn County",37.12129
"39.78125_-122.15625",219054,6,6021,"CA","Glenn County",37.12129
"39.84375_-121.90625",219986,6,6007,"CA","Butte County",37.08755
"39.84375_-121.96875",219985,6,6007,"CA","Butte County",37.08755
"39.84375_-122.03125",219984,6,6007,"CA","Butte County",37.08755
"39.84375_-122.09375",219983,6,6103,"CA","Tehama County",37.08755
"39.84375_-122.15625",219982,6,6103,"CA","Tehama County",37.08755
"39.84375_-77.34375",220699,42,42001,"PA","Adams County",37.08755
"39.84375_-77.40625",220698,42,42001,"PA","Adams County",37.08755
"39.90625_-121.96875",220913,6,6103,"CA","Tehama County",37.05377
"39.90625_-122.03125",220912,6,6103,"CA","Tehama County",37.05377
"39.90625_-122.09375",220911,6,6103,"CA","Tehama County",37.05377
"39.90625_-122.15625",220910,6,6103,"CA","Tehama County",37.05377
"39.90625_-122.21875",220909,6,6103,"CA","Tehama County",37.05377
"39.90625_-122.28125",220908,6,6103,"CA","Tehama County",37.05377
"39.90625_-77.28125",221628,42,42001,"PA","Adams County",37.05377
"39.90625_-77.34375",221627,42,42001,"PA","Adams County",37.05377
"39.90625_-77.40625",221626,42,42001,"PA","Adams County",37.05377
"39.96875_-121.96875",221841,6,6103,"CA","Tehama County",37.01995
"39.96875_-122.03125",221840,6,6103,"CA","Tehama County",37.01995
"39.96875_-122.09375",221839,6,6103,"CA","Tehama County",37.01995
"39.96875_-122.15625",221838,6,6103,"CA","Tehama County",37.01995
"39.96875_-122.21875",221837,6,6103,"CA","Tehama County",37.01995
"39.96875_-77.15625",222558,42,42001,"PA","Adams County",37.01995
"39.96875_-77.21875",222557,42,42001,"PA","Adams County",37.01995
"39.96875_-77.28125",222556,42,42001,"PA","Adams County",37.01995
"39.96875_-77.34375",222555,42,42001,"PA","Adams County",37.01995
"39.96875_-77.40625",222554,42,42001,"PA","Adams County",37.01995
"40.03125_-122.09375",222767,6,6103,"CA","Tehama County",36.98608
"40.03125_-122.15625",222766,6,6103,"CA","Tehama County",36.98608
"40.03125_-122.21875",222765,6,6103,"CA","Tehama County",36.98608
"40.03125_-77.09375",223487,42,42001,"PA","Adams County",36.98608
"40.03125_-77.15625",223486,42,42001,"PA","Adams County",36.98608
"40.03125_-77.21875",223485,42,42041,"PA","Cumberland County",36.98608
"40.03125_-77.28125",223484,42,42041,"PA","Cumberland County",36.98608
"40.09375_-122.09375",223695,6,6103,"CA","Tehama County",36.95216
"40.09375_-122.15625",223694,6,6103,"CA","Tehama County",36.95216
"40.09375_-122.21875",223693,6,6103,"CA","Tehama County",36.95216
"40.09375_-77.15625",224414,42,42041,"PA","Cumberland County",36.95216
"40.15625_-122.09375",224623,6,6103,"CA","Tehama County",36.91821
"40.15625_-122.15625",224622,6,6103,"CA","Tehama County",36.91821
"40.15625_-122.21875",224621,6,6103,"CA","Tehama County",36.91821
"40.40625_-122.21875",228333,6,6089,"CA","Shasta County",36.78194
"40.96875_-72.78125",237476,36,36103,"NY","Suffolk County",36.47278
"41.15625_-90.65625",239974,17,17131,"IL","Mercer County",36.36894
"41.21875_-90.65625",240902,17,17131,"IL","Mercer County",36.33424
"41.28125_-89.84375",241843,17,17011,"IL","Bureau County",36.2995
"41.28125_-89.90625",241842,17,17073,"IL","Henry County",36.2995
"41.34375_-89.90625",242770,17,17073,"IL","Henry County",36.26471
"41.34375_-89.96875",242769,17,17073,"IL","Henry County",36.26471
"41.34375_-90.78125",242756,17,17161,"IL","Rock Island County",36.26471
"41.46875_-72.84375",244899,9,9009,"CT","New Haven County",36.19501
"41.46875_-74.15625",244878,36,36071,"NY","Orange County",36.19501
"41.53125_-73.96875",245809,36,36027,"NY","Dutchess County",36.1601
"41.53125_-74.15625",245806,36,36071,"NY","Orange County",36.1601
"41.59375_-73.96875",246737,36,36111,"NY","Ulster County",36.12514
"41.59375_-74.03125",246736,36,36111,"NY","Ulster County",36.12514
"41.59375_-74.09375",246735,36,36071,"NY","Orange County",36.12514
"41.59375_-74.15625",246734,36,36111,"NY","Ulster County",36.12514
"41.65625_-72.59375",247687,9,9003,"CT","Hartford County",36.09014
"41.65625_-73.96875",247665,36,36111,"NY","Ulster County",36.09014
"41.65625_-74.03125",247664,36,36111,"NY","Ulster County",36.09014
"41.65625_-74.09375",247663,36,36111,"NY","Ulster County",36.09014
"41.65625_-74.15625",247662,36,36111,"NY","Ulster County",36.09014
"41.71875_-73.96875",248593,36,36111,"NY","Ulster County",36.0551
"41.71875_-74.03125",248592,36,36111,"NY","Ulster County",36.0551
"41.71875_-74.09375",248591,36,36111,"NY","Ulster County",36.0551
"41.71875_-74.15625",248590,36,36111,"NY","Ulster County",36.0551
"41.78125_-74.03125",249520,36,36111,"NY","Ulster County",36.02001
"41.84375_-83.78125",250292,26,26091,"MI","Lenawee County",35.98488
"41.90625_-86.34375",251179,26,26021,"MI","Berrien County",35.94971
"41.90625_-86.40625",251178,26,26021,"MI","Berrien County",35.94971
"41.90625_-86.46875",251177,26,26021,"MI","Berrien County",35.94971
"41.90625_-86.53125",251176,26,26021,"MI","Berrien County",35.94971
"41.96875_-121.59375",251543,6,6093,"CA","Siskiyou County",35.9145
"41.96875_-86.09375",252111,26,26027,"MI","Cass County",35.9145
"41.96875_-86.21875",252109,26,26027,"MI","Cass County",35.9145
"41.96875_-86.28125",252108,26,26021,"MI","Berrien County",35.9145
"41.96875_-86.34375",252107,26,26021,"MI","Berrien County",35.9145
"41.96875_-86.40625",252106,26,26021,"MI","Berrien County",35.9145
"41.96875_-86.46875",252105,26,26021,"MI","Berrien County",35.9145
"42.03125_-86.15625",253038,26,26027,"MI","Cass County",35.87924
"42.03125_-86.21875",253037,26,26027,"MI","Cass County",35.87924
"42.03125_-86.28125",253036,26,26021,"MI","Berrien County",35.87924
"42.03125_-86.34375",253035,26,26021,"MI","Berrien County",35.87924
"42.09375_-86.09375",253967,26,26159,"MI","Van Buren County",35.84394
"42.09375_-86.15625",253966,26,26159,"MI","Van Buren County",35.84394
"42.09375_-86.21875",253965,26,26159,"MI","Van Buren County",35.84394
"42.09375_-86.28125",253964,26,26021,"MI","Berrien County",35.84394
"42.09375_-86.34375",253963,26,26021,"MI","Berrien County",35.84394
"42.15625_-73.84375",255091,36,36021,"NY","Columbia County",35.8086
"42.15625_-86.03125",254896,26,26159,"MI","Van Buren County",35.8086
"42.15625_-86.09375",254895,26,26159,"MI","Van Buren County",35.8086
"42.15625_-86.15625",254894,26,26159,"MI","Van Buren County",35.8086
"42.15625_-86.21875",254893,26,26159,"MI","Van Buren County",35.8086
"42.15625_-86.28125",254892,26,26021,"MI","Berrien County",35.8086
"42.15625_-86.34375",254891,26,26021,"MI","Berrien County",35.8086
"42.21875_-85.78125",255828,26,26159,"MI","Van Buren County",35.77321
"42.21875_-85.96875",255825,26,26159,"MI","Van Buren County",35.77321
"42.21875_-86.03125",255824,26,26159,"MI","Van Buren County",35.77321
"42.21875_-86.09375",255823,26,26159,"MI","Van Buren County",35.77321
"42.21875_-86.15625",255822,26,26159,"MI","Van Buren County",35.77321
"42.28125_-72.34375",256971,25,25015,"MA","Hampshire County",35.73778
"42.28125_-85.96875",256753,26,26159,"MI","Van Buren County",35.73778
"42.28125_-86.03125",256752,26,26159,"MI","Van Buren County",35.73778
"42.28125_-86.09375",256751,26,26159,"MI","Van Buren County",35.73778
"42.28125_-86.15625",256750,26,26159,"MI","Van Buren County",35.73778
"42.28125_-86.21875",256749,26,26159,"MI","Van Buren County",35.73778
"42.28125_-86.28125",256748,26,26159,"MI","Van Buren County",35.73778
"42.34375_-85.90625",257682,26,26159,"MI","Van Buren County",35.70231
"42.34375_-85.96875",257681,26,26159,"MI","Van Buren County",35.70231
"42.34375_-86.03125",257680,26,26159,"MI","Van Buren County",35.70231
"42.34375_-86.09375",257679,26,26159,"MI","Van Buren County",35.70231
"42.34375_-86.15625",257678,26,26159,"MI","Van Buren County",35.70231
"42.34375_-86.21875",257677,26,26159,"MI","Van Buren County",35.70231
"42.34375_-86.28125",257676,26,26159,"MI","Van Buren County",35.70231
"42.40625_-73.71875",258805,36,36021,"NY","Columbia County",35.6668
"42.40625_-85.96875",258609,26,26159,"MI","Van Buren County",35.6668
"42.40625_-86.15625",258606,26,26159,"MI","Van Buren County",35.6668
"42.40625_-86.21875",258605,26,26159,"MI","Van Buren County",35.6668
"42.46875_-86.15625",259534,26,26005,"MI","Allegan County",35.63124
"42.46875_-86.21875",259533,26,26005,"MI","Allegan County",35.63124
"42.53125_-86.15625",260462,26,26005,"MI","Allegan County",35.59565
"42.53125_-86.21875",260461,26,26005,"MI","Allegan County",35.59565
"42.59375_-86.15625",261390,26,26005,"MI","Allegan County",35.56001
"42.71875_-71.59375",263479,33,33011,"NH","Hillsborough County",35.4886
"42.71875_-74.03125",263440,36,36001,"NY","Albany County",35.4886
"42.78125_-71.59375",264407,33,33011,"NH","Hillsborough County",35.45283
"42.90625_-70.90625",266274,33,33015,"NH","Rockingham County",35.38117
"42.90625_-76.21875",266189,36,36067,"NY","Onondaga County",35.38117
"42.90625_-85.78125",266036,26,26081,"MI","Kent County",35.38117
"43.03125_-72.53125",268104,50,50025,"VT","Windham County",35.30934
"43.03125_-85.34375",267899,26,26081,"MI","Kent County",35.30934
"43.03125_-85.71875",267893,26,26081,"MI","Kent County",35.30934
"43.03125_-85.78125",267892,26,26081,"MI","Kent County",35.30934
"43.03125_-85.84375",267891,26,26139,"MI","Ottawa County",35.30934
"43.09375_-85.28125",268828,26,26067,"MI","Ionia County",35.27336
"43.09375_-85.34375",268827,26,26081,"MI","Kent County",35.27336
"43.09375_-85.65625",268822,26,26081,"MI","Kent County",35.27336
"43.09375_-85.71875",268821,26,26081,"MI","Kent County",35.27336
"43.09375_-85.78125",268820,26,26081,"MI","Kent County",35.27336
"43.09375_-85.84375",268819,26,26139,"MI","Ottawa County",35.27336
"43.09375_-85.90625",268818,26,26139,"MI","Ottawa County",35.27336
"43.15625_-76.78125",269892,36,36117,"NY","Wayne County",35.23734
"43.15625_-76.84375",269891,36,36117,"NY","Wayne County",35.23734
"43.15625_-76.90625",269890,36,36117,"NY","Wayne County",35.23734
"43.15625_-76.96875",269889,36,36117,"NY","Wayne County",35.23734
"43.15625_-77.03125",269888,36,36117,"NY","Wayne County",35.23734
"43.15625_-77.09375",269887,36,36117,"NY","Wayne County",35.23734
"43.15625_-77.21875",269885,36,36117,"NY","Wayne County",35.23734
"43.15625_-85.28125",269756,26,26117,"MI","Montcalm County",35.23734
"43.15625_-85.34375",269755,26,26081,"MI","Kent County",35.23734
"43.15625_-85.71875",269749,26,26081,"MI","Kent County",35.23734
"43.15625_-85.78125",269748,26,26081,"MI","Kent County",35.23734
"43.15625_-85.84375",269747,26,26139,"MI","Ottawa County",35.23734
"43.21875_-76.78125",270820,36,36117,"NY","Wayne County",35.20128
"43.21875_-76.84375",270819,36,36117,"NY","Wayne County",35.20128
"43.21875_-76.90625",270818,36,36117,"NY","Wayne County",35.20128
"43.21875_-76.96875",270817,36,36117,"NY","Wayne County",35.20128
"43.21875_-77.03125",270816,36,36117,"NY","Wayne County",35.20128
"43.21875_-77.09375",270815,36,36117,"NY","Wayne County",35.20128
